# Motion State    
# Angle Units     : degrees
# Time            	centreOfRotation	centreOfMass	rotation	velocity	omega
0.0106982         	(2.5000000000e-01 7.0719504346e-03 1.2500000000e-01)	(4.9730029432e-01 -1.8270421114e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8912822314e+00)	(0.0000000000e+00 1.3809954034e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7194243830e+01)
0.0107207         	(2.5000000000e-01 7.0722618375e-03 1.2500000000e-01)	(4.9729992373e-01 -1.8273725818e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8921200299e+00)	(0.0000000000e+00 1.3842641129e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7202256035e+01)
0.0107432         	(2.5000000000e-01 7.0725739769e-03 1.2500000000e-01)	(4.9729955300e-01 -1.8277030558e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8929580087e+00)	(0.0000000000e+00 1.3875347473e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7210264210e+01)
0.0107658         	(2.5000000000e-01 7.0728868532e-03 1.2500000000e-01)	(4.9729918215e-01 -1.8280335335e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8937961679e+00)	(0.0000000000e+00 1.3908073089e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7218268361e+01)
0.0107883         	(2.5000000000e-01 7.0732004667e-03 1.2500000000e-01)	(4.9729881116e-01 -1.8283640146e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8946345073e+00)	(0.0000000000e+00 1.3940818007e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7226268488e+01)
0.0108108         	(2.5000000000e-01 7.0735148180e-03 1.2500000000e-01)	(4.9729844003e-01 -1.8286944992e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8954730268e+00)	(0.0000000000e+00 1.3973582258e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7234264589e+01)
0.0108333         	(2.5000000000e-01 7.0738299074e-03 1.2500000000e-01)	(4.9729806878e-01 -1.8290249872e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8963117264e+00)	(0.0000000000e+00 1.4006365833e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7242256665e+01)
0.0108559         	(2.5000000000e-01 7.0741457353e-03 1.2500000000e-01)	(4.9729769739e-01 -1.8293554784e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8971506060e+00)	(0.0000000000e+00 1.4039168715e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7250244716e+01)
0.0108784         	(2.5000000000e-01 7.0744623024e-03 1.2500000000e-01)	(4.9729732587e-01 -1.8296859728e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8979896654e+00)	(0.0000000000e+00 1.4071990888e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7258228743e+01)
0.0109009         	(2.5000000000e-01 7.0747796088e-03 1.2500000000e-01)	(4.9729695422e-01 -1.8300164704e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8988289046e+00)	(0.0000000000e+00 1.4104832349e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7266208745e+01)
0.0109234         	(2.5000000000e-01 7.0750976552e-03 1.2500000000e-01)	(4.9729658243e-01 -1.8303469709e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.8996683234e+00)	(0.0000000000e+00 1.4137693103e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7274184721e+01)
0.0109459         	(2.5000000000e-01 7.0754164418e-03 1.2500000000e-01)	(4.9729621052e-01 -1.8306774744e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9005079219e+00)	(0.0000000000e+00 1.4170573153e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7282156670e+01)
0.0109685         	(2.5000000000e-01 7.0757359693e-03 1.2500000000e-01)	(4.9729583847e-01 -1.8310079807e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9013476999e+00)	(0.0000000000e+00 1.4203472501e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7290124591e+01)
0.010991          	(2.5000000000e-01 7.0760562379e-03 1.2500000000e-01)	(4.9729546628e-01 -1.8313384898e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9021876572e+00)	(0.0000000000e+00 1.4236391155e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7298088482e+01)
0.0110135         	(2.5000000000e-01 7.0763772481e-03 1.2500000000e-01)	(4.9729509397e-01 -1.8316690016e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9030277939e+00)	(0.0000000000e+00 1.4269329122e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7306048343e+01)
0.011036          	(2.5000000000e-01 7.0766990005e-03 1.2500000000e-01)	(4.9729472152e-01 -1.8319995160e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9038681099e+00)	(0.0000000000e+00 1.4302286414e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7314004174e+01)
0.0110586         	(2.5000000000e-01 7.0770214953e-03 1.2500000000e-01)	(4.9729434894e-01 -1.8323300329e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9047086049e+00)	(0.0000000000e+00 1.4335263034e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7321955973e+01)
0.0110811         	(2.5000000000e-01 7.0773447330e-03 1.2500000000e-01)	(4.9729397622e-01 -1.8326605523e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9055492790e+00)	(0.0000000000e+00 1.4368258973e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7329903740e+01)
0.0111036         	(2.5000000000e-01 7.0776687142e-03 1.2500000000e-01)	(4.9729360338e-01 -1.8329910740e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9063901321e+00)	(0.0000000000e+00 1.4401274230e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7337847476e+01)
0.0111261         	(2.5000000000e-01 7.0779934391e-03 1.2500000000e-01)	(4.9729323040e-01 -1.8333215980e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9072311641e+00)	(0.0000000000e+00 1.4434308830e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7345787178e+01)
0.0111486         	(2.5000000000e-01 7.0783189082e-03 1.2500000000e-01)	(4.9729285729e-01 -1.8336521242e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9080723748e+00)	(0.0000000000e+00 1.4467362772e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7353722845e+01)
0.0111712         	(2.5000000000e-01 7.0786451221e-03 1.2500000000e-01)	(4.9729248404e-01 -1.8339826524e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9089137642e+00)	(0.0000000000e+00 1.4500436033e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7361654478e+01)
0.0111937         	(2.5000000000e-01 7.0789720810e-03 1.2500000000e-01)	(4.9729211067e-01 -1.8343131827e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9097553322e+00)	(0.0000000000e+00 1.4533528600e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7369582079e+01)
0.0112162         	(2.5000000000e-01 7.0792997855e-03 1.2500000000e-01)	(4.9729173716e-01 -1.8346437150e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9105970787e+00)	(0.0000000000e+00 1.4566640468e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7377505648e+01)
0.0112387         	(2.5000000000e-01 7.0796282360e-03 1.2500000000e-01)	(4.9729136352e-01 -1.8349742491e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9114390036e+00)	(0.0000000000e+00 1.4599771636e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7385425185e+01)
0.0112613         	(2.5000000000e-01 7.0799574329e-03 1.2500000000e-01)	(4.9729098974e-01 -1.8353047850e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9122811069e+00)	(0.0000000000e+00 1.4632922090e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7393340688e+01)
0.0112838         	(2.5000000000e-01 7.0802873767e-03 1.2500000000e-01)	(4.9729061583e-01 -1.8356353226e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9131233883e+00)	(0.0000000000e+00 1.4666091814e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7401252159e+01)
0.0113063         	(2.5000000000e-01 7.0806180677e-03 1.2500000000e-01)	(4.9729024180e-01 -1.8359658617e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9139658480e+00)	(0.0000000000e+00 1.4699280929e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7409159590e+01)
0.0113288         	(2.5000000000e-01 7.0809495064e-03 1.2500000000e-01)	(4.9728986762e-01 -1.8362964024e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9148084856e+00)	(0.0000000000e+00 1.4732489612e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7417062970e+01)
0.0113514         	(2.5000000000e-01 7.0812816933e-03 1.2500000000e-01)	(4.9728949332e-01 -1.8366269446e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9156513012e+00)	(0.0000000000e+00 1.4765717853e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7424962298e+01)
0.0113739         	(2.5000000000e-01 7.0816146289e-03 1.2500000000e-01)	(4.9728911888e-01 -1.8369574881e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9164942947e+00)	(0.0000000000e+00 1.4798965512e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7432857582e+01)
0.0113964         	(2.5000000000e-01 7.0819483134e-03 1.2500000000e-01)	(4.9728874431e-01 -1.8372880329e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9173374660e+00)	(0.0000000000e+00 1.4832232461e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7440748830e+01)
0.0114189         	(2.5000000000e-01 7.0822827474e-03 1.2500000000e-01)	(4.9728836961e-01 -1.8376185788e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9181808149e+00)	(0.0000000000e+00 1.4865518652e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7448636044e+01)
0.0114414         	(2.5000000000e-01 7.0826179314e-03 1.2500000000e-01)	(4.9728799478e-01 -1.8379491259e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9190243415e+00)	(0.0000000000e+00 1.4898824081e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7456519224e+01)
0.011464          	(2.5000000000e-01 7.0829538656e-03 1.2500000000e-01)	(4.9728761981e-01 -1.8382796740e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9198680455e+00)	(0.0000000000e+00 1.4932148770e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7464398368e+01)
0.0114865         	(2.5000000000e-01 7.0832905507e-03 1.2500000000e-01)	(4.9728724471e-01 -1.8386102230e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9207119270e+00)	(0.0000000000e+00 1.4965492745e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7472273473e+01)
0.011509          	(2.5000000000e-01 7.0836279869e-03 1.2500000000e-01)	(4.9728686948e-01 -1.8389407729e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9215559858e+00)	(0.0000000000e+00 1.4998856020e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7480144539e+01)
0.0115315         	(2.5000000000e-01 7.0839661748e-03 1.2500000000e-01)	(4.9728649411e-01 -1.8392713236e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9224002218e+00)	(0.0000000000e+00 1.5032238607e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7488011565e+01)
0.0115541         	(2.5000000000e-01 7.0843051148e-03 1.2500000000e-01)	(4.9728611862e-01 -1.8396018750e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9232446350e+00)	(0.0000000000e+00 1.5065640514e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7495874547e+01)
0.0115766         	(2.5000000000e-01 7.0846448073e-03 1.2500000000e-01)	(4.9728574299e-01 -1.8399324269e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9240892252e+00)	(0.0000000000e+00 1.5099061723e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7503733486e+01)
0.0115991         	(2.5000000000e-01 7.0849852527e-03 1.2500000000e-01)	(4.9728536723e-01 -1.8402629794e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9249339923e+00)	(0.0000000000e+00 1.5132502255e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7511588380e+01)
0.0116216         	(2.5000000000e-01 7.0853264515e-03 1.2500000000e-01)	(4.9728499133e-01 -1.8405935324e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9257789364e+00)	(0.0000000000e+00 1.5165962177e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7519439235e+01)
0.0116441         	(2.5000000000e-01 7.0856684042e-03 1.2500000000e-01)	(4.9728461531e-01 -1.8409240857e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9266240572e+00)	(0.0000000000e+00 1.5199441481e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7527286048e+01)
0.0116667         	(2.5000000000e-01 7.0860111110e-03 1.2500000000e-01)	(4.9728423915e-01 -1.8412546392e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9274693546e+00)	(0.0000000000e+00 1.5232940123e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7535128816e+01)
0.0116892         	(2.5000000000e-01 7.0863545726e-03 1.2500000000e-01)	(4.9728386286e-01 -1.8415851930e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9283148287e+00)	(0.0000000000e+00 1.5266458078e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7542967539e+01)
0.0117117         	(2.5000000000e-01 7.0866987893e-03 1.2500000000e-01)	(4.9728348643e-01 -1.8419157469e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9291604793e+00)	(0.0000000000e+00 1.5299995330e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7550802215e+01)
0.0117342         	(2.5000000000e-01 7.0870437616e-03 1.2500000000e-01)	(4.9728310988e-01 -1.8422463008e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9300063063e+00)	(0.0000000000e+00 1.5333551877e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7558632845e+01)
0.0117568         	(2.5000000000e-01 7.0873894899e-03 1.2500000000e-01)	(4.9728273319e-01 -1.8425768546e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9308523096e+00)	(0.0000000000e+00 1.5367127710e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7566459428e+01)
0.0117793         	(2.5000000000e-01 7.0877359746e-03 1.2500000000e-01)	(4.9728235637e-01 -1.8429074083e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9316984892e+00)	(0.0000000000e+00 1.5400722799e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7574281968e+01)
0.0118018         	(2.5000000000e-01 7.0880832161e-03 1.2500000000e-01)	(4.9728197941e-01 -1.8432379618e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9325448448e+00)	(0.0000000000e+00 1.5434337202e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7582100457e+01)
0.0118243         	(2.5000000000e-01 7.0884312150e-03 1.2500000000e-01)	(4.9728160233e-01 -1.8435685150e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9333913766e+00)	(0.0000000000e+00 1.5467971069e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7589914883e+01)
0.0118468         	(2.5000000000e-01 7.0887799716e-03 1.2500000000e-01)	(4.9728122511e-01 -1.8438990677e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9342380842e+00)	(0.0000000000e+00 1.5501624547e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7597725238e+01)
0.0118694         	(2.5000000000e-01 7.0891294864e-03 1.2500000000e-01)	(4.9728084776e-01 -1.8442296201e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9350849678e+00)	(0.0000000000e+00 1.5535297628e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7605531526e+01)
0.0118919         	(2.5000000000e-01 7.0894797598e-03 1.2500000000e-01)	(4.9728047027e-01 -1.8445601718e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9359320271e+00)	(0.0000000000e+00 1.5568990142e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7613333756e+01)
0.0119144         	(2.5000000000e-01 7.0898307922e-03 1.2500000000e-01)	(4.9728009266e-01 -1.8448907229e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9367792621e+00)	(0.0000000000e+00 1.5602701948e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7621131936e+01)
0.0119369         	(2.5000000000e-01 7.0901825842e-03 1.2500000000e-01)	(4.9727971491e-01 -1.8452212733e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9376266727e+00)	(0.0000000000e+00 1.5636432981e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7628926066e+01)
0.0119595         	(2.5000000000e-01 7.0905351361e-03 1.2500000000e-01)	(4.9727933703e-01 -1.8455518228e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9384742588e+00)	(0.0000000000e+00 1.5670183247e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7636716147e+01)
0.011982          	(2.5000000000e-01 7.0908884483e-03 1.2500000000e-01)	(4.9727895902e-01 -1.8458823715e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9393220203e+00)	(0.0000000000e+00 1.5703952768e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7644502179e+01)
0.0120045         	(2.5000000000e-01 7.0912425213e-03 1.2500000000e-01)	(4.9727858087e-01 -1.8462129192e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9401699571e+00)	(0.0000000000e+00 1.5737741563e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7652284161e+01)
0.012027          	(2.5000000000e-01 7.0915973556e-03 1.2500000000e-01)	(4.9727820260e-01 -1.8465434658e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9410180691e+00)	(0.0000000000e+00 1.5771549653e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7660062090e+01)
0.0120495         	(2.5000000000e-01 7.0919519498e-03 1.2500000000e-01)	(4.9727782525e-01 -1.8468730802e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9418639667e+00)	(0.0000000000e+00 1.5805329395e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7667825024e+01)
0.0120719         	(2.5000000000e-01 7.0923073018e-03 1.2500000000e-01)	(4.9727744778e-01 -1.8472026934e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9427100384e+00)	(0.0000000000e+00 1.5839080933e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7675573007e+01)
0.0120944         	(2.5000000000e-01 7.0926634121e-03 1.2500000000e-01)	(4.9727707017e-01 -1.8475323053e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9435562840e+00)	(0.0000000000e+00 1.5872851689e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7683316981e+01)
0.0121169         	(2.5000000000e-01 7.0930202811e-03 1.2500000000e-01)	(4.9727669243e-01 -1.8478619157e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9444027036e+00)	(0.0000000000e+00 1.5906641273e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7691056886e+01)
0.0121393         	(2.5000000000e-01 7.0933779091e-03 1.2500000000e-01)	(4.9727631457e-01 -1.8481915248e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9452492969e+00)	(0.0000000000e+00 1.5940449829e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7698792720e+01)
0.0121618         	(2.5000000000e-01 7.0937362967e-03 1.2500000000e-01)	(4.9727593656e-01 -1.8485211322e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9460960639e+00)	(0.0000000000e+00 1.5974277706e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7706524495e+01)
0.0121842         	(2.5000000000e-01 7.0940954443e-03 1.2500000000e-01)	(4.9727555843e-01 -1.8488507381e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9469430045e+00)	(0.0000000000e+00 1.6008125156e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7714252215e+01)
0.0122067         	(2.5000000000e-01 7.0944553522e-03 1.2500000000e-01)	(4.9727518017e-01 -1.8491803422e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9477901186e+00)	(0.0000000000e+00 1.6041992217e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7721975874e+01)
0.0122292         	(2.5000000000e-01 7.0948160210e-03 1.2500000000e-01)	(4.9727480177e-01 -1.8495099445e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9486374061e+00)	(0.0000000000e+00 1.6075878830e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7729695467e+01)
0.0122516         	(2.5000000000e-01 7.0951774511e-03 1.2500000000e-01)	(4.9727442325e-01 -1.8498395449e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9494848670e+00)	(0.0000000000e+00 1.6109784915e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7737410996e+01)
0.0122741         	(2.5000000000e-01 7.0955396429e-03 1.2500000000e-01)	(4.9727404459e-01 -1.8501691434e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9503325011e+00)	(0.0000000000e+00 1.6143710389e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7745122469e+01)
0.0122965         	(2.5000000000e-01 7.0959025968e-03 1.2500000000e-01)	(4.9727366580e-01 -1.8504987398e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9511803084e+00)	(0.0000000000e+00 1.6177655158e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7752829894e+01)
0.012319          	(2.5000000000e-01 7.0962663133e-03 1.2500000000e-01)	(4.9727328688e-01 -1.8508283341e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9520282887e+00)	(0.0000000000e+00 1.6211619116e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7760533278e+01)
0.0123415         	(2.5000000000e-01 7.0966307929e-03 1.2500000000e-01)	(4.9727290782e-01 -1.8511579262e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9528764420e+00)	(0.0000000000e+00 1.6245602217e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7768232624e+01)
0.0123639         	(2.5000000000e-01 7.0969960358e-03 1.2500000000e-01)	(4.9727252864e-01 -1.8514875160e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9537247681e+00)	(0.0000000000e+00 1.6279604460e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7775927930e+01)
0.0123864         	(2.5000000000e-01 7.0973620427e-03 1.2500000000e-01)	(4.9727214932e-01 -1.8518171034e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9545732670e+00)	(0.0000000000e+00 1.6313625863e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7783619193e+01)
0.0124088         	(2.5000000000e-01 7.0977288139e-03 1.2500000000e-01)	(4.9727176987e-01 -1.8521466883e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9554219387e+00)	(0.0000000000e+00 1.6347666454e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7791306413e+01)
0.0124313         	(2.5000000000e-01 7.0980963498e-03 1.2500000000e-01)	(4.9727139030e-01 -1.8524762707e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9562707829e+00)	(0.0000000000e+00 1.6381726260e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7798989586e+01)
0.0124537         	(2.5000000000e-01 7.0984646508e-03 1.2500000000e-01)	(4.9727101059e-01 -1.8528058505e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9571197996e+00)	(0.0000000000e+00 1.6415805303e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7806668711e+01)
0.0124762         	(2.5000000000e-01 7.0988337175e-03 1.2500000000e-01)	(4.9727063074e-01 -1.8531354275e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9579689888e+00)	(0.0000000000e+00 1.6449903604e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7814343788e+01)
0.0124987         	(2.5000000000e-01 7.0992035502e-03 1.2500000000e-01)	(4.9727025077e-01 -1.8534650018e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9588183503e+00)	(0.0000000000e+00 1.6484021164e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7822014816e+01)
0.0125211         	(2.5000000000e-01 7.0995741494e-03 1.2500000000e-01)	(4.9726987067e-01 -1.8537945731e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -5.9596678840e+00)	(0.0000000000e+00 1.6518157979e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -3.7829681794e+01)
