# Motion State    
# Angle Units     : degrees
# Time            	centreOfRotation	centreOfMass	rotation	velocity	omega
0.0286095         	(2.5000000000e-01 7.5886905902e-03 1.2500000000e-01)	(4.9696455619e-01 -2.0839804797e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6067673524e+00)	(0.0000000000e+00 4.5948503290e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2251528898e+01)
0.0286316         	(2.5000000000e-01 7.5897052479e-03 1.2500000000e-01)	(4.9696409344e-01 -2.0842809921e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6076999428e+00)	(0.0000000000e+00 4.5995728339e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2256081754e+01)
0.0286537         	(2.5000000000e-01 7.5907209482e-03 1.2500000000e-01)	(4.9696363056e-01 -2.0845814429e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6086326337e+00)	(0.0000000000e+00 4.6042971997e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2260630355e+01)
0.0286757         	(2.5000000000e-01 7.5917376913e-03 1.2500000000e-01)	(4.9696316758e-01 -2.0848818318e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6095654249e+00)	(0.0000000000e+00 4.6090234340e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2265174697e+01)
0.0286978         	(2.5000000000e-01 7.5927554778e-03 1.2500000000e-01)	(4.9696270447e-01 -2.0851821589e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6104983163e+00)	(0.0000000000e+00 4.6137515330e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2269714785e+01)
0.0287199         	(2.5000000000e-01 7.5937743081e-03 1.2500000000e-01)	(4.9696224126e-01 -2.0854824240e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6114313079e+00)	(0.0000000000e+00 4.6184814934e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2274250624e+01)
0.0287419         	(2.5000000000e-01 7.5947941825e-03 1.2500000000e-01)	(4.9696177792e-01 -2.0857826271e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6123643996e+00)	(0.0000000000e+00 4.6232133140e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2278782214e+01)
0.028764          	(2.5000000000e-01 7.5958151015e-03 1.2500000000e-01)	(4.9696131447e-01 -2.0860827681e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6132975913e+00)	(0.0000000000e+00 4.6279469942e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2283309546e+01)
0.0287861         	(2.5000000000e-01 7.5968370654e-03 1.2500000000e-01)	(4.9696085091e-01 -2.0863828468e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6142308828e+00)	(0.0000000000e+00 4.6326825335e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2287832619e+01)
0.0288082         	(2.5000000000e-01 7.5978600748e-03 1.2500000000e-01)	(4.9696038723e-01 -2.0866828633e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6151642741e+00)	(0.0000000000e+00 4.6374199320e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2292351430e+01)
0.0288302         	(2.5000000000e-01 7.5988841299e-03 1.2500000000e-01)	(4.9695992344e-01 -2.0869828174e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6160977651e+00)	(0.0000000000e+00 4.6421591896e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2296865979e+01)
0.0288523         	(2.5000000000e-01 7.5999092313e-03 1.2500000000e-01)	(4.9695945953e-01 -2.0872827091e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6170313557e+00)	(0.0000000000e+00 4.6469003060e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2301376268e+01)
0.0288744         	(2.5000000000e-01 7.6009353793e-03 1.2500000000e-01)	(4.9695899551e-01 -2.0875825382e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6179650458e+00)	(0.0000000000e+00 4.6516432810e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2305882297e+01)
0.0288964         	(2.5000000000e-01 7.6019625744e-03 1.2500000000e-01)	(4.9695853137e-01 -2.0878823047e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6188988353e+00)	(0.0000000000e+00 4.6563881138e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2310384065e+01)
0.0289185         	(2.5000000000e-01 7.6029908168e-03 1.2500000000e-01)	(4.9695806711e-01 -2.0881820085e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6198327241e+00)	(0.0000000000e+00 4.6611348046e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2314881573e+01)
0.0289406         	(2.5000000000e-01 7.6040201072e-03 1.2500000000e-01)	(4.9695760275e-01 -2.0884816496e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6207667121e+00)	(0.0000000000e+00 4.6658833532e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2319374821e+01)
0.0289627         	(2.5000000000e-01 7.6050504458e-03 1.2500000000e-01)	(4.9695713826e-01 -2.0887812277e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6217007993e+00)	(0.0000000000e+00 4.6706337587e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2323863808e+01)
0.0289847         	(2.5000000000e-01 7.6060818331e-03 1.2500000000e-01)	(4.9695667366e-01 -2.0890807430e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6226349855e+00)	(0.0000000000e+00 4.6753860206e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2328348534e+01)
0.0290068         	(2.5000000000e-01 7.6071142694e-03 1.2500000000e-01)	(4.9695620895e-01 -2.0893801952e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6235692706e+00)	(0.0000000000e+00 4.6801401382e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2332828999e+01)
0.0290289         	(2.5000000000e-01 7.6081477553e-03 1.2500000000e-01)	(4.9695574412e-01 -2.0896795843e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6245036546e+00)	(0.0000000000e+00 4.6848961073e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2337305204e+01)
0.0290509         	(2.5000000000e-01 7.6091822910e-03 1.2500000000e-01)	(4.9695527918e-01 -2.0899789102e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6254381373e+00)	(0.0000000000e+00 4.6896539329e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2341777147e+01)
0.029073          	(2.5000000000e-01 7.6102178771e-03 1.2500000000e-01)	(4.9695481412e-01 -2.0902781729e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6263727186e+00)	(0.0000000000e+00 4.6944136228e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2346244824e+01)
0.0290951         	(2.5000000000e-01 7.6112545139e-03 1.2500000000e-01)	(4.9695434895e-01 -2.0905773722e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6273073985e+00)	(0.0000000000e+00 4.6991751748e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2350708235e+01)
0.0291172         	(2.5000000000e-01 7.6122922018e-03 1.2500000000e-01)	(4.9695388366e-01 -2.0908765081e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6282421769e+00)	(0.0000000000e+00 4.7039385851e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2355167382e+01)
0.0291392         	(2.5000000000e-01 7.6133309413e-03 1.2500000000e-01)	(4.9695341826e-01 -2.0911755805e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6291770537e+00)	(0.0000000000e+00 4.7087038512e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2359622265e+01)
0.0291613         	(2.5000000000e-01 7.6143707327e-03 1.2500000000e-01)	(4.9695295275e-01 -2.0914745892e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6301120287e+00)	(0.0000000000e+00 4.7134709720e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2364072885e+01)
0.0291834         	(2.5000000000e-01 7.6154115765e-03 1.2500000000e-01)	(4.9695248711e-01 -2.0917735343e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6310471020e+00)	(0.0000000000e+00 4.7182399475e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2368519241e+01)
0.0292054         	(2.5000000000e-01 7.6164534730e-03 1.2500000000e-01)	(4.9695202137e-01 -2.0920724156e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6319822733e+00)	(0.0000000000e+00 4.7230107780e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2372961332e+01)
0.0292275         	(2.5000000000e-01 7.6174964228e-03 1.2500000000e-01)	(4.9695155551e-01 -2.0923712331e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6329175426e+00)	(0.0000000000e+00 4.7277834643e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2377399158e+01)
0.0292496         	(2.5000000000e-01 7.6185404261e-03 1.2500000000e-01)	(4.9695108953e-01 -2.0926699867e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6338529098e+00)	(0.0000000000e+00 4.7325580065e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2381832719e+01)
0.0292717         	(2.5000000000e-01 7.6195854835e-03 1.2500000000e-01)	(4.9695062344e-01 -2.0929686762e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6347883748e+00)	(0.0000000000e+00 4.7373344038e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2386262013e+01)
0.0292937         	(2.5000000000e-01 7.6206315952e-03 1.2500000000e-01)	(4.9695015724e-01 -2.0932673017e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6357239375e+00)	(0.0000000000e+00 4.7421126563e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2390687042e+01)
0.0293158         	(2.5000000000e-01 7.6216787618e-03 1.2500000000e-01)	(4.9694969092e-01 -2.0935658630e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6366595979e+00)	(0.0000000000e+00 4.7468927647e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2395107804e+01)
0.0293379         	(2.5000000000e-01 7.6227269836e-03 1.2500000000e-01)	(4.9694922449e-01 -2.0938643601e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6375953557e+00)	(0.0000000000e+00 4.7516747290e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2399524301e+01)
0.0293599         	(2.5000000000e-01 7.6237762610e-03 1.2500000000e-01)	(4.9694875794e-01 -2.0941627928e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6385312110e+00)	(0.0000000000e+00 4.7564585854e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2403936533e+01)
0.029382          	(2.5000000000e-01 7.6248265945e-03 1.2500000000e-01)	(4.9694829128e-01 -2.0944611611e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6394671637e+00)	(0.0000000000e+00 4.7612443142e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2408344492e+01)
0.0294041         	(2.5000000000e-01 7.6258779845e-03 1.2500000000e-01)	(4.9694782450e-01 -2.0947594649e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6404032135e+00)	(0.0000000000e+00 4.7660319036e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2412748173e+01)
0.0294261         	(2.5000000000e-01 7.6269304313e-03 1.2500000000e-01)	(4.9694735761e-01 -2.0950577041e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6413393606e+00)	(0.0000000000e+00 4.7708213390e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2417147580e+01)
0.0294482         	(2.5000000000e-01 7.6279839355e-03 1.2500000000e-01)	(4.9694689061e-01 -2.0953558787e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6422756046e+00)	(0.0000000000e+00 4.7756126214e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2421542717e+01)
0.0294703         	(2.5000000000e-01 7.6290384973e-03 1.2500000000e-01)	(4.9694642349e-01 -2.0956539885e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6432119457e+00)	(0.0000000000e+00 4.7804057475e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2425933587e+01)
0.0294924         	(2.5000000000e-01 7.6300941172e-03 1.2500000000e-01)	(4.9694595625e-01 -2.0959520335e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6441483836e+00)	(0.0000000000e+00 4.7852007203e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2430320190e+01)
0.0295144         	(2.5000000000e-01 7.6311507957e-03 1.2500000000e-01)	(4.9694548891e-01 -2.0962500136e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6450849182e+00)	(0.0000000000e+00 4.7899975392e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2434702525e+01)
0.0295365         	(2.5000000000e-01 7.6322085331e-03 1.2500000000e-01)	(4.9694502145e-01 -2.0965479287e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6460215496e+00)	(0.0000000000e+00 4.7947962054e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2439080592e+01)
0.0295586         	(2.5000000000e-01 7.6332673298e-03 1.2500000000e-01)	(4.9694455387e-01 -2.0968457787e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6469582775e+00)	(0.0000000000e+00 4.7995967203e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2443454391e+01)
0.0295806         	(2.5000000000e-01 7.6343271862e-03 1.2500000000e-01)	(4.9694408618e-01 -2.0971435636e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6478951019e+00)	(0.0000000000e+00 4.8043990833e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2447823921e+01)
0.0296027         	(2.5000000000e-01 7.6353881027e-03 1.2500000000e-01)	(4.9694361837e-01 -2.0974412833e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6488320227e+00)	(0.0000000000e+00 4.8092032975e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2452189179e+01)
0.0296248         	(2.5000000000e-01 7.6364500798e-03 1.2500000000e-01)	(4.9694315046e-01 -2.0977389376e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6497690398e+00)	(0.0000000000e+00 4.8140093604e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2456550166e+01)
0.0296469         	(2.5000000000e-01 7.6375131179e-03 1.2500000000e-01)	(4.9694268242e-01 -2.0980365265e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6507061531e+00)	(0.0000000000e+00 4.8188172755e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2460906882e+01)
0.0296689         	(2.5000000000e-01 7.6385772174e-03 1.2500000000e-01)	(4.9694221428e-01 -2.0983340500e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6516433626e+00)	(0.0000000000e+00 4.8236270386e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2465259325e+01)
0.029691          	(2.5000000000e-01 7.6396423786e-03 1.2500000000e-01)	(4.9694174601e-01 -2.0986315079e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6525806680e+00)	(0.0000000000e+00 4.8284386527e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2469607497e+01)
0.0297131         	(2.5000000000e-01 7.6407086020e-03 1.2500000000e-01)	(4.9694127764e-01 -2.0989289001e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6535180694e+00)	(0.0000000000e+00 4.8332521131e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2473951397e+01)
0.0297351         	(2.5000000000e-01 7.6417758880e-03 1.2500000000e-01)	(4.9694080915e-01 -2.0992262267e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6544555666e+00)	(0.0000000000e+00 4.8380674254e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2478291024e+01)
0.0297572         	(2.5000000000e-01 7.6428442369e-03 1.2500000000e-01)	(4.9694034055e-01 -2.0995234874e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6553931595e+00)	(0.0000000000e+00 4.8428845858e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2482626377e+01)
0.0297793         	(2.5000000000e-01 7.6439136493e-03 1.2500000000e-01)	(4.9693987183e-01 -2.0998206822e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6563308480e+00)	(0.0000000000e+00 4.8477035989e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2486957455e+01)
0.0298014         	(2.5000000000e-01 7.6449841255e-03 1.2500000000e-01)	(4.9693940300e-01 -2.1001178111e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6572686321e+00)	(0.0000000000e+00 4.8525244603e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2491284260e+01)
0.0298234         	(2.5000000000e-01 7.6460556660e-03 1.2500000000e-01)	(4.9693893406e-01 -2.1004148739e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6582065117e+00)	(0.0000000000e+00 4.8573471742e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2495606790e+01)
0.0298455         	(2.5000000000e-01 7.6471282710e-03 1.2500000000e-01)	(4.9693846500e-01 -2.1007118706e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6591444866e+00)	(0.0000000000e+00 4.8621717460e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2499925037e+01)
0.0298676         	(2.5000000000e-01 7.6482019412e-03 1.2500000000e-01)	(4.9693799583e-01 -2.1010088010e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6600825568e+00)	(0.0000000000e+00 4.8669981776e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2504239001e+01)
0.0298896         	(2.5000000000e-01 7.6492766767e-03 1.2500000000e-01)	(4.9693752654e-01 -2.1013056652e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6610207221e+00)	(0.0000000000e+00 4.8718264589e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2508548688e+01)
0.0299117         	(2.5000000000e-01 7.6503524781e-03 1.2500000000e-01)	(4.9693705714e-01 -2.1016024630e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6619589825e+00)	(0.0000000000e+00 4.8766565913e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2512854098e+01)
0.0299338         	(2.5000000000e-01 7.6514293458e-03 1.2500000000e-01)	(4.9693658763e-01 -2.1018991943e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6628973379e+00)	(0.0000000000e+00 4.8814885701e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2517155234e+01)
0.0299559         	(2.5000000000e-01 7.6525072802e-03 1.2500000000e-01)	(4.9693611800e-01 -2.1021958591e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6638357882e+00)	(0.0000000000e+00 4.8863223977e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2521452095e+01)
0.0299779         	(2.5000000000e-01 7.6535862817e-03 1.2500000000e-01)	(4.9693564826e-01 -2.1024924572e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6647743333e+00)	(0.0000000000e+00 4.8911580733e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2525744680e+01)
0.03              	(2.5000000000e-01 7.6546663506e-03 1.2500000000e-01)	(4.9693517840e-01 -2.1027889887e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6657129730e+00)	(0.0000000000e+00 4.8959955984e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2530032989e+01)
0.0300222         	(2.5000000000e-01 7.6557524736e-03 1.2500000000e-01)	(4.9693470627e-01 -2.1030868206e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6666560368e+00)	(0.0000000000e+00 4.9008461344e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2534326883e+01)
0.0300443         	(2.5000000000e-01 7.6568396749e-03 1.2500000000e-01)	(4.9693423402e-01 -2.1033845851e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6675991960e+00)	(0.0000000000e+00 4.9057096689e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2538626262e+01)
0.0300665         	(2.5000000000e-01 7.6579279547e-03 1.2500000000e-01)	(4.9693376165e-01 -2.1036822820e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6685424504e+00)	(0.0000000000e+00 4.9105750550e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2542921266e+01)
0.0300887         	(2.5000000000e-01 7.6590173135e-03 1.2500000000e-01)	(4.9693328917e-01 -2.1039799112e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6694858000e+00)	(0.0000000000e+00 4.9154423592e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2547212018e+01)
0.0301109         	(2.5000000000e-01 7.6601077517e-03 1.2500000000e-01)	(4.9693281658e-01 -2.1042774727e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6704292447e+00)	(0.0000000000e+00 4.9203115722e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2551498523e+01)
0.030133          	(2.5000000000e-01 7.6611992698e-03 1.2500000000e-01)	(4.9693234387e-01 -2.1045749663e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6713727844e+00)	(0.0000000000e+00 4.9251826363e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2555780754e+01)
0.0301552         	(2.5000000000e-01 7.6622918682e-03 1.2500000000e-01)	(4.9693187104e-01 -2.1048723921e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6723164190e+00)	(0.0000000000e+00 4.9300555272e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2560058690e+01)
0.0301774         	(2.5000000000e-01 7.6633855472e-03 1.2500000000e-01)	(4.9693139811e-01 -2.1051697499e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6732601484e+00)	(0.0000000000e+00 4.9349302475e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2564332330e+01)
0.0301996         	(2.5000000000e-01 7.6644803073e-03 1.2500000000e-01)	(4.9693092505e-01 -2.1054670396e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6742039726e+00)	(0.0000000000e+00 4.9398068127e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2568601673e+01)
0.0302217         	(2.5000000000e-01 7.6655761489e-03 1.2500000000e-01)	(4.9693045189e-01 -2.1057642611e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6751478913e+00)	(0.0000000000e+00 4.9446852319e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2572866714e+01)
0.0302439         	(2.5000000000e-01 7.6666730724e-03 1.2500000000e-01)	(4.9692997861e-01 -2.1060614144e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6760919046e+00)	(0.0000000000e+00 4.9495655094e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2577127444e+01)
0.0302661         	(2.5000000000e-01 7.6677710782e-03 1.2500000000e-01)	(4.9692950521e-01 -2.1063584994e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6770360123e+00)	(0.0000000000e+00 4.9544476469e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2581383855e+01)
0.0302882         	(2.5000000000e-01 7.6688701667e-03 1.2500000000e-01)	(4.9692903170e-01 -2.1066555161e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6779802143e+00)	(0.0000000000e+00 4.9593316475e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2585635946e+01)
0.0303104         	(2.5000000000e-01 7.6699703383e-03 1.2500000000e-01)	(4.9692855808e-01 -2.1069524642e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6789245105e+00)	(0.0000000000e+00 4.9642175126e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2589883716e+01)
0.0303326         	(2.5000000000e-01 7.6710715935e-03 1.2500000000e-01)	(4.9692808434e-01 -2.1072493437e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6798689009e+00)	(0.0000000000e+00 4.9691052416e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2594127166e+01)
0.0303548         	(2.5000000000e-01 7.6721739327e-03 1.2500000000e-01)	(4.9692761048e-01 -2.1075461547e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6808133853e+00)	(0.0000000000e+00 4.9739948330e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2598366297e+01)
0.0303769         	(2.5000000000e-01 7.6732773562e-03 1.2500000000e-01)	(4.9692713652e-01 -2.1078428968e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6817579637e+00)	(0.0000000000e+00 4.9788862856e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2602601107e+01)
0.0303991         	(2.5000000000e-01 7.6743818645e-03 1.2500000000e-01)	(4.9692666244e-01 -2.1081395702e-02 1.2500000000e-01)	(0.0000000000e+00 0.0000000000e+00 -6.6827026359e+00)	(0.0000000000e+00 4.9837795981e-02 0.0000000000e+00)	(0.0000000000e+00 0.0000000000e+00 -4.2606831597e+01)
